"Tabela 3939 - Efetivo dos rebanhos, por tipo de rebanho"
"Variável - Efetivo dos rebanhos (Cabeças)"
"Nível";"Cód.";"Brasil, Grande Região, Unidade da Federação, Município, Mesorregião Geográfica e Microrregião Geográfica";"Ano x Tipo de rebanho"
"Nível";"Cód.";"Brasil, Grande Região, Unidade da Federação, Município, Mesorregião Geográfica e Microrregião Geográfica";"2011";"2012";"2013";"2014";"2015";"2016";"2017"
"Nível";"Cód.";"Brasil, Grande Região, Unidade da Federação, Município, Mesorregião Geográfica e Microrregião Geográfica";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino"
"MU";"2607307";"Ipubi (PE)";"9000";"6500";"6623";"7423";"5400";"5806";"6336"
"MU";"2607406";"Itacuruba (PE)";"1950";"1620";"1252";"1055";"1001";"833";"916"
"MU";"2607505";"Itaíba (PE)";"100000";"50000";"47600";"47000";"50000";"49000";"45000"
"MU";"2607604";"Ilha de Itamaracá (PE)";"850";"692";"500";"600";"539";"463";"439"
"MU";"2607653";"Itambé (PE)";"3500";"3622";"3500";"4165";"3425";"3235";"3825"
"MU";"2607703";"Itapetim (PE)";"11800";"8200";"6441";"7587";"7392";"8955";"10472"
"MU";"2607752";"Itapissuma (PE)";"600";"381";"320";"150";"197";"233";"300"
"MU";"2607802";"Itaquitinga (PE)";"500";"300";"280";"333";"820";"764";"637"
"MU";"2607901";"Jaboatão dos Guararapes (PE)";"4500";"3000";"2500";"3000";"2500";"2643";"2902"
"MU";"2607950";"Jaqueira (PE)";"741";"750";"1622";"2063";"1800";"4033";"3941"
"MU";"2608008";"Jataúba (PE)";"11200";"8100";"9450";"8000";"7175";"6383";"5300"
"MU";"2608057";"Jatobá (PE)";"4700";"3438";"2530";"2118";"2100";"1855";"1594"
"MU";"2608107";"João Alfredo (PE)";"6541";"6489";"5748";"6210";"6103";"6300";"6600"
"MU";"2608206";"Joaquim Nabuco (PE)";"1029";"1050";"1529";"2240";"2179";"2168";"2750"
"MU";"2608255";"Jucati (PE)";"9225";"6046";"4200";"7191";"6892";"7190";"6328"
"MU";"2608305";"Jupi (PE)";"6750";"4565";"3400";"5710";"5695";"5884";"5738"
"MU";"2608404";"Jurema (PE)";"8414";"5030";"4200";"6721";"9040";"7689";"8081"
"MU";"2608453";"Lagoa do Carro (PE)";"5702";"4000";"3500";"4672";"4645";"4600";"4358"
"MU";"2608503";"Lagoa de Itaenga (PE)";"2850";"2200";"2000";"1939";"2135";"2170";"1983"
"MU";"2608602";"Lagoa do Ouro (PE)";"24900";"17962";"14000";"12000";"22000";"21768";"16351"
"MU";"2608701";"Lagoa dos Gatos (PE)";"6780";"5450";"6360";"6600";"7200";"6786";"6500"
"MU";"2608750";"Lagoa Grande (PE)";"8960";"7400";"7910";"6520";"7340";"7050";"6800"
"MU";"2608800";"Lajedo (PE)";"19013";"12820";"17500";"19152";"13993";"13026";"14884"
"MU";"2608909";"Limoeiro (PE)";"15361";"14346";"17696";"18551";"17881";"17800";"16200"
"MU";"2609006";"Macaparana (PE)";"5000";"5750";"5500";"6215";"6226";"6704";"5444"
"MU";"2609105";"Machados (PE)";"2750";"2918";"2811";"2302";"2230";"2220";"1780"
"MU";"2609154";"Manari (PE)";"19500";"10000";"10200";"9200";"10000";"9000";"8000"
"MU";"2609204";"Maraial (PE)";"4104";"4150";"6099";"5392";"5862";"6338";"6527"
"MU";"2609303";"Mirandiba (PE)";"9376";"7500";"6704";"6703";"6650";"6770";"3567"
"MU";"2609402";"Moreno (PE)";"7097";"3500";"2800";"4000";"4500";"4564";"4776"
"MU";"2609501";"Nazaré da Mata (PE)";"3200";"2800";"2600";"3989";"4134";"4650";"4065"
"MU";"2609600";"Olinda (PE)";"200";"110";"100";"115";"130";"182";"92"
"MU";"2609709";"Orobó (PE)";"4080";"4165";"5132";"6765";"6550";"6690";"6970"
"MU";"2609808";"Orocó (PE)";"5300";"5140";"4120";"3510";"3760";"3850";"3650"
"MU";"2609907";"Ouricuri (PE)";"53080";"37000";"34637";"32987";"33962";"32459";"29642"
"MU";"2610004";"Palmares (PE)";"8506";"8600";"10132";"8825";"10546";"11358";"11200"
"MU";"2610103";"Palmeirina (PE)";"16066";"12000";"9000";"19417";"21000";"16113";"14047"
"MU";"2610202";"Panelas (PE)";"14580";"10500";"12100";"13000";"14072";"15185";"13000"
"MU";"2610301";"Paranatama (PE)";"7591";"4500";"3600";"5095";"6500";"5331";"5296"
"MU";"2610400";"Parnamirim (PE)";"24755";"25614";"20929";"18715";"18458";"17369";"13934"
"MU";"2610509";"Passira (PE)";"8198";"6488";"8259";"9600";"8300";"8780";"7795"
"MU";"2610608";"Paudalho (PE)";"5549";"4500";"4000";"5158";"4898";"5200";"5057"
"MU";"2610707";"Paulista (PE)";"1450";"1200";"1565";"1170";"1079";"956";"800"
"MU";"2610806";"Pedra (PE)";"48000";"30000";"36000";"34000";"36000";"35000";"36000"
"MU";"2610905";"Pesqueira (PE)";"44033";"33000";"31246";"33280";"33424";"29166";"25842"
"MU";"2611002";"Petrolândia (PE)";"6366";"5779";"5637";"5100";"5150";"4550";"4094"
"MU";"2611101";"Petrolina (PE)";"23600";"21500";"20900";"15900";"16100";"15200";"14500"
"MU";"2611200";"Poção (PE)";"13700";"6500";"8652";"9000";"9960";"9135";"6913"
"MU";"2611309";"Pombos (PE)";"7449";"7520";"7745";"7324";"5744";"6016";"5211"
"MU";"2611408";"Primavera (PE)";"1653";"1359";"1426";"1882";"2162";"2619";"2066"
"MU";"2611507";"Quipapá (PE)";"16332";"16200";"14427";"15761";"16601";"17008";"16148"
"MU";"2611533";"Quixaba (PE)";"8764";"7268";"5841";"6454";"5498";"5988";"5662"
"MU";"2611606";"Recife (PE)";"1800";"433";"350";"700";"920";"750";"622"
"MU";"2611705";"Riacho das Almas (PE)";"7950";"6400";"7500";"7000";"7093";"7100";"7530"
"MU";"2611804";"Ribeirão (PE)";"4514";"4000";"4395";"4583";"5083";"5753";"5405"
"MU";"2611903";"Rio Formoso (PE)";"2038";"2030";"2214";"1889";"1978";"1794";"1556"
"MU";"2612000";"Sairé (PE)";"12190";"12199";"12210";"11990";"12100";"12431";"11757"
"MU";"2612109";"Salgadinho (PE)";"2930";"2400";"2598";"3253";"2500";"2650";"2380"
"MU";"2612208";"Salgueiro (PE)";"20518";"18009";"14167";"13778";"13231";"12672";"9777"
"MU";"2612307";"Saloá (PE)";"15260";"12841";"10272";"12867";"13046";"12773";"10369"
"MU";"2612406";"Sanharó (PE)";"22482";"19000";"18500";"17250";"17000";"13898";"12823"
"MU";"2612455";"Santa Cruz (PE)";"14600";"10760";"9070";"7700";"7464";"6670";"5265"
"MU";"2612471";"Santa Cruz da Baixa Verde (PE)";"6000";"3865";"4092";"4842";"5250";"5050";"4595"
"MU";"2612505";"Santa Cruz do Capibaribe (PE)";"7100";"5500";"8500";"6500";"4224";"3787";"3600"
"MU";"2612554";"Santa Filomena (PE)";"8600";"6500";"5344";"4792";"5300";"4725";"3949"
"MU";"2612604";"Santa Maria da Boa Vista (PE)";"13600";"13250";"10809";"9210";"9750";"9800";"9550"
"MU";"2612703";"Santa Maria do Cambucá (PE)";"3563";"3829";"2241";"3122";"2600";"2690";"2631"
"MU";"2612802";"Santa Terezinha (PE)";"5764";"4604";"3200";"5086";"4356";"4030";"4029"
"MU";"2612901";"São Benedito do Sul (PE)";"7326";"7300";"8529";"8602";"8885";"10314";"9249"
"MU";"2613008";"São Bento do Una (PE)";"70200";"52000";"54000";"51000";"52000";"48182";"45804"
"MU";"2613107";"São Caitano (PE)";"22500";"16200";"17800";"19000";"18500";"14507";"14650"
"MU";"2613206";"São João (PE)";"15340";"11899";"8900";"11963";"12510";"12601";"10664"
"MU";"2613305";"São Joaquim do Monte (PE)";"15489";"16418";"15433";"14574";"15909";"15560";"16099"
"MU";"2613404";"São José da Coroa Grande (PE)";"1466";"1480";"1230";"3138";"3208";"4392";"3537"
"MU";"2613503";"São José do Belmonte (PE)";"28300";"17726";"18923";"18632";"19400";"16500";"15686"
"MU";"2613602";"São José do Egito (PE)";"23701";"16462";"11523";"15578";"13468";"15199";"17859"
"MU";"2613701";"São Lourenço da Mata (PE)";"2640";"1491";"1400";"2000";"1900";"1850";"1833"
"MU";"2613800";"São Vicente Férrer (PE)";"4800";"5300";"4696";"5388";"6062";"5924";"6049"
"MU";"2613909";"Serra Talhada (PE)";"48600";"32786";"32422";"32683";"35150";"32265";"32323"
"MU";"2614006";"Serrita (PE)";"26200";"21014";"18794";"20255";"19569";"18432";"16993"
"MU";"2614105";"Sertânia (PE)";"28000";"20000";"19000";"18200";"19000";"19500";"18000"
"MU";"2614204";"Sirinhaém (PE)";"924";"1106";"1244";"1032";"864";"966";"958"
"MU";"2614303";"Moreilândia (PE)";"14200";"13066";"11290";"11510";"12420";"12661";"5846"
"MU";"2614402";"Solidão (PE)";"4928";"3912";"3061";"3253";"2833";"2840";"2885"
"MU";"2614501";"Surubim (PE)";"16200";"14648";"12750";"17033";"16890";"15100";"14060"
"MU";"2614600";"Tabira (PE)";"13770";"11830";"10788";"12000";"12832";"13476";"13512"
"MU";"2614709";"Tacaimbó (PE)";"9944";"6500";"7816";"4597";"6824";"6000";"6404"
"MU";"2614808";"Tacaratu (PE)";"8500";"7519";"6576";"5602";"5520";"4819";"4649"
"MU";"2614857";"Tamandaré (PE)";"3671";"3650";"4282";"3823";"4793";"5441";"5663"
"MU";"2615003";"Taquaritinga do Norte (PE)";"11500";"8800";"10100";"9000";"8461";"7096";"6930"
"MU";"2615102";"Terezinha (PE)";"10590";"7136";"5250";"8839";"8902";"8667";"7279"
"MU";"2615201";"Terra Nova (PE)";"5233";"5064";"4245";"4032";"3523";"3377";"2039"
"MU";"2615300";"Timbaúba (PE)";"12000";"13072";"12435";"12341";"10188";"9444";"9118"
"MU";"2615409";"Toritama (PE)";"3600";"2900";"3350";"2500";"2064";"1930";"1700"
"MU";"2615508";"Tracunhaém (PE)";"2000";"1800";"1700";"2536";"2677";"2960";"3020"
"MU";"2615607";"Trindade (PE)";"6200";"4000";"3647";"3190";"3070";"2682";"2718"
"MU";"2615706";"Triunfo (PE)";"5100";"3248";"3215";"3631";"3900";"3180";"2975"
"MU";"2615805";"Tupanatinga (PE)";"48000";"20000";"24000";"18000";"25000";"26000";"25000"
"MU";"2615904";"Tuparetama (PE)";"7293";"5810";"3021";"4336";"3223";"3590";"4267"
"MU";"2616001";"Venturosa (PE)";"16500";"10000";"10700";"14500";"18600";"19200";"23000"
"MU";"2616100";"Verdejante (PE)";"6000";"5021";"4482";"4637";"4425";"4103";"2519"
"MU";"2616183";"Vertente do Lério (PE)";"3100";"3292";"3479";"3897";"3803";"3630";"3515"
"MU";"2616209";"Vertentes (PE)";"6800";"6421";"6285";"7947";"7740";"6980";"6072"
"MU";"2616308";"Vicência (PE)";"3000";"3500";"3609";"3500";"4060";"5600";"5153"
"MU";"2616407";"Vitória de Santo Antão (PE)";"11583";"7500";"10671";"10310";"8043";"6964";"6034"
"MU";"2616506";"Xexéu (PE)";"3867";"4000";"4219";"4641";"4847";"6316";"6616"
"MU";"2700102";"Água Branca (AL)";"10980";"10215";"9969";"10004";"9497";"10605";"11300"
"MU";"2700201";"Anadia (AL)";"13900";"12850";"12650";"12113";"12544";"11904";"12000"
"MU";"2700300";"Arapiraca (AL)";"26470";"28561";"31131";"33425";"34384";"22002";"20000"
"MU";"2700409";"Atalaia (AL)";"16570";"15742";"16214";"16700";"19948";"19000";"22000"
"MU";"2700508";"Barra de Santo Antônio (AL)";"300";"331";"434";"508";"520";"611";"501"
"MU";"2700607";"Barra de São Miguel (AL)";"40";"33";"11";"9";"23";"70";"329"
"MU";"2700706";"Batalha (AL)";"16850";"18956";"19856";"20747";"23236";"17964";"18000"
"MU";"2700805";"Belém (AL)";"8820";"8190";"8806";"8762";"7974";"7814";"7310"
"MU";"2700904";"Belo Monte (AL)";"12100";"13654";"14720";"15642";"16977";"18545";"11200"
"MU";"2701001";"Boca da Mata (AL)";"12400";"12260";"12080";"11436";"12000";"11408";"12988"
"MU";"2701100";"Branquinha (AL)";"6500";"6519";"6120";"6297";"6616";"7274";"10000"
"MU";"2701209";"Cacimbinhas (AL)";"17000";"11900";"13685";"15093";"14943";"14644";"17030"
"MU";"2701308";"Cajueiro (AL)";"6800";"6596";"7150";"8300";"6908";"6700";"5600"
"MU";"2701357";"Campestre (AL)";"1100";"1806";"1657";"1555";"1964";"2014";"2550"
"MU";"2701407";"Campo Alegre (AL)";"2920";"2850";"2578";"2738";"2762";"2034";"5000"
"MU";"2701506";"Campo Grande (AL)";"18950";"19250";"19260";"18531";"17650";"17350";"10000"
"MU";"2701605";"Canapi (AL)";"24330";"20815";"16313";"15689";"15260";"15609";"17586"
"MU";"2701704";"Capela (AL)";"12400";"11780";"12300";"12500";"13554";"12600";"16000"
"MU";"2701803";"Carneiros (AL)";"4800";"5380";"4925";"4936";"5208";"4660";"4598"
"MU";"2701902";"Chã Preta (AL)";"26300";"24985";"26500";"25000";"27221";"26000";"28000"
"MU";"2702009";"Coité do Nóia (AL)";"7065";"7650";"8489";"8725";"9625";"7378";"6100"
"MU";"2702108";"Colônia Leopoldina (AL)";"5488";"5515";"6160";"6150";"4861";"5717";"6300"
"MU";"2702207";"Coqueiro Seco (AL)";"130";"125";"163";"87";"126";"109";"116"
"MU";"2702306";"Coruripe (AL)";"4970";"4930";"5985";"6256";"6313";"5312";"9000"
"MU";"2702355";"Craíbas (AL)";"14750";"16524";"17560";"18247";"19265";"13672";"14800"
"MU";"2702405";"Delmiro Gouveia (AL)";"11500";"10694";"9365";"9180";"8838";"8726";"9000"
"MU";"2702504";"Dois Riachos (AL)";"10570";"7980";"9070";"9820";"9918";"9620";"11310"
"MU";"2702553";"Estrela de Alagoas (AL)";"15100";"10600";"11236";"10716";"11557";"11325";"11105"
"MU";"2702603";"Feira Grande (AL)";"13450";"14236";"15780";"16945";"17989";"20123";"9903"
"MU";"2702702";"Feliz Deserto (AL)";"720";"712";"954";"875";"915";"1090";"1100"
"MU";"2702801";"Flexeiras (AL)";"10650";"10703";"10774";"10828";"9709";"11396";"13100"
"MU";"2702900";"Girau do Ponciano (AL)";"28520";"31256";"34587";"35925";"40254";"26090";"26800"
"MU";"2703007";"Ibateguara (AL)";"14230";"14301";"15485";"15562";"15261";"15158";"20000"
"MU";"2703106";"Igaci (AL)";"21290";"15290";"18375";"17825";"17510";"16735";"15397"
"MU";"2703205";"Igreja Nova (AL)";"32900";"32850";"33100";"31814";"30710";"30700";"26500"
"MU";"2703304";"Inhapi (AL)";"23800";"21816";"16970";"16327";"14568";"14130";"14713"
"MU";"2703403";"Jacaré dos Homens (AL)";"12000";"13256";"14589";"14874";"17587";"11682";"12000"
"MU";"2703502";"Jacuípe (AL)";"9600";"9981";"12087";"11488";"11802";"12415";"13840"
"MU";"2703601";"Japaratinga (AL)";"1073";"1355";"1052";"1384";"1402";"1373";"3000"
"MU";"2703700";"Jaramataia (AL)";"6000";"6754";"7325";"8126";"9654";"10767";"5975"
"MU";"2703759";"Jequiá da Praia (AL)";"415";"410";"502";"518";"434";"381";"450"
"MU";"2703809";"Joaquim Gomes (AL)";"17254";"17340";"17072";"17157";"17136";"18674";"20000"
"MU";"2703908";"Jundiá (AL)";"3100";"3131";"3954";"3809";"4030";"5500";"5500"
"MU";"2704005";"Junqueiro (AL)";"10100";"9440";"9698";"8982";"9510";"9978";"10000"
"MU";"2704104";"Lagoa da Canoa (AL)";"6680";"7569";"8254";"8625";"9456";"8000";"6774"
"MU";"2704203";"Limoeiro de Anadia (AL)";"13750";"12110";"12102";"12208";"12568";"11648";"13000"
"MU";"2704302";"Maceió (AL)";"5200";"5280";"3411";"3560";"3887";"3422";"3640"
"MU";"2704401";"Major Isidoro (AL)";"28850";"20850";"27939";"27679";"27399";"27121";"31884"
"MU";"2704500";"Maragogi (AL)";"5950";"6766";"8709";"7730";"8442";"9307";"9700"
"MU";"2704609";"Maravilha (AL)";"12250";"11184";"9283";"9390";"8578";"7813";"7500"
"MU";"2704708";"Marechal Deodoro (AL)";"3700";"4350";"3178";"3033";"3420";"3247";"2141"
"MU";"2704807";"Maribondo (AL)";"22300";"20070";"21125";"19900";"10375";"25039";"25000"
"MU";"2704906";"Mar Vermelho (AL)";"12650";"12175";"13100";"13300";"8443";"7600";"11000"
"MU";"2705002";"Mata Grande (AL)";"26050";"24050";"19217";"17613";"17779";"17648";"16500"
"MU";"2705101";"Matriz de Camaragibe (AL)";"8600";"9496";"9175";"9363";"10179";"10099";"11000"
"MU";"2705200";"Messias (AL)";"1200";"1250";"2178";"1813";"1614";"1935";"1930"
"MU";"2705309";"Minador do Negrão (AL)";"13700";"9600";"11232";"12422";"12280";"12157";"13301"
"MU";"2705408";"Monteirópolis (AL)";"8850";"9304";"7933";"7758";"7748";"6887";"7500"
"MU";"2705507";"Murici (AL)";"15450";"15527";"18105";"18879";"17837";"19567";"19314"
"MU";"2705606";"Novo Lino (AL)";"4880";"4904";"5783";"5840";"6352";"6352";"7300"
"MU";"2705705";"Olho d'Água das Flores (AL)";"10600";"10565";"9566";"9612";"9696";"8841";"9000"
"MU";"2705804";"Olho d'Água do Casado (AL)";"9455";"7731";"7812";"6847";"7231";"7901";"8100"
"MU";"2705903";"Olho d'Água Grande (AL)";"10400";"10350";"10100";"9200";"9646";"9150";"8700"
"MU";"2706000";"Olivença (AL)";"11930";"11907";"10789";"10764";"10766";"9152";"10000"
"MU";"2706109";"Ouro Branco (AL)";"9850";"9190";"6027";"6055";"5883";"5441";"6000"
"MU";"2706208";"Palestina (AL)";"3210";"3089";"2838";"2940";"2198";"2018";"2005"
"MU";"2706307";"Palmeira dos Índios (AL)";"44480";"41920";"41756";"42595";"42347";"40559";"34500"
"MU";"2706406";"Pão de Açúcar (AL)";"24150";"24901";"24231";"24977";"23361";"21229";"23000"
"MU";"2706422";"Pariconha (AL)";"5600";"5221";"5510";"4949";"4664";"4664";"5100"
"MU";"2706448";"Paripueira (AL)";"360";"389";"402";"325";"310";"258";"291"
"MU";"2706505";"Passo de Camaragibe (AL)";"7732";"7966";"7330";"7692";"7046";"7316";"7000"
"MU";"2706604";"Paulo Jacinto (AL)";"16480";"14832";"15000";"15200";"12862";"11550";"10641"
"MU";"2706703";"Penedo (AL)";"11980";"11950";"15120";"15281";"15237";"17000";"16000"
"MU";"2706802";"Piaçabuçu (AL)";"4250";"4200";"4399";"4408";"4417";"4300";"4000"
"MU";"2706901";"Pilar (AL)";"5100";"5897";"5635";"5416";"5550";"5177";"7685"
"MU";"2707008";"Pindoba (AL)";"14300";"12870";"13100";"13250";"15063";"13800";"14113"
"MU";"2707107";"Piranhas (AL)";"13350";"11829";"12373";"12337";"11832";"11092";"12935"
"MU";"2707206";"Poço das Trincheiras (AL)";"13100";"12363";"10987";"10828";"11094";"9825";"10000"
"MU";"2707305";"Porto Calvo (AL)";"21200";"21660";"24000";"20780";"20039";"22453";"20687"
"MU";"2707404";"Porto de Pedras (AL)";"5800";"5781";"5570";"5080";"6059";"6231";"6500"
"MU";"2707503";"Porto Real do Colégio (AL)";"16800";"16700";"15500";"15957";"15861";"16000";"13000"
"MU";"2707602";"Quebrangulo (AL)";"34250";"31510";"33957";"33587";"31821";"28900";"29000"
"MU";"2707701";"Rio Largo (AL)";"3800";"3420";"3177";"3184";"2774";"2260";"4500"
"MU";"2707800";"Roteiro (AL)";"210";"205";"423";"402";"406";"479";"700"
"MU";"2707909";"Santa Luzia do Norte (AL)";"520";"670";"538";"260";"411";"516";"450"
"MU";"2708006";"Santana do Ipanema (AL)";"26620";"26142";"23941";"24472";"23100";"21614";"18000"
"MU";"2708105";"Santana do Mundaú (AL)";"17560";"17647";"18352";"18921";"19011";"18620";"18000"
"MU";"2708204";"São Brás (AL)";"10450";"10400";"10000";"10682";"10627";"12700";"8500"
"MU";"2708303";"São José da Laje (AL)";"9850";"9899";"10742";"10634";"10299";"11499";"12000"
"MU";"2708402";"São José da Tapera (AL)";"25690";"25274";"24617";"25963";"25386";"22194";"20000"
"MU";"2708501";"São Luís do Quitunde (AL)";"10800";"10445";"11417";"9200";"10427";"10460";"10850"
"MU";"2708600";"São Miguel dos Campos (AL)";"3650";"3650";"3652";"3724";"3410";"3409";"5000"
"MU";"2708709";"São Miguel dos Milagres (AL)";"2200";"1959";"2305";"2394";"2596";"2500";"2600"
"MU";"2708808";"São Sebastião (AL)";"18530";"18500";"19600";"18881";"21811";"24400";"20000"
"MU";"2708907";"Satuba (AL)";"1840";"2403";"2110";"2075";"2178";"2253";"2016"
"MU";"2708956";"Senador Rui Palmeira (AL)";"15550";"14789";"14028";"15213";"14069";"12560";"9500"
"MU";"2709004";"Tanque d'Arca (AL)";"9522";"9332";"9149";"9697";"9400";"9588";"9111"
"MU";"2709103";"Taquarana (AL)";"11180";"10200";"10304";"9995";"10290";"10188";"11207"
"MU";"2709152";"Teotônio Vilela (AL)";"7200";"6850";"6912";"7023";"6549";"7456";"10500"
"MU";"2709202";"Traipu (AL)";"28400";"30587";"33859";"34923";"38654";"26050";"25315"
"MU";"2709301";"União dos Palmares (AL)";"31260";"31416";"33730";"33899";"30795";"29894";"26100"
"MU";"2709400";"Viçosa (AL)";"34830";"30650";"33450";"32781";"36000";"32600";"38900"
"MU";"2800100";"Amparo de São Francisco (SE)";"3215";"2280";"2726";"2804";"2906";"3000";"1950"
"MU";"2800209";"Aquidabã (SE)";"36820";"30218";"32510";"33045";"33000";"27120";"21938"
"MU";"2800308";"Aracaju (SE)";"1050";"970";"895";"815";"480";"371";"522"
"MU";"2800407";"Arauá (SE)";"15850";"14900";"16920";"15663";"15009";"16693";"14837"
"MU";"2800506";"Areia Branca (SE)";"2491";"2814";"3059";"3554";"3989";"3869";"2416"
"MU";"2800605";"Barra dos Coqueiros (SE)";"1385";"1270";"830";"845";"825";"997";"882"
"MU";"2800670";"Boquim (SE)";"17900";"17500";"18900";"17600";"18247";"19637";"18928"
"MU";"2800704";"Brejo Grande (SE)";"3613";"3618";"2932";"3160";"2830";"3478";"3618"
"MU";"2801009";"Campo do Brito (SE)";"11845";"13384";"14990";"15589";"17652";"17476";"16844"
"MU";"2801108";"Canhoba (SE)";"12100";"11012";"15500";"14912";"15100";"15080";"10980"
"MU";"2801207";"Canindé de São Francisco (SE)";"32420";"29230";"30560";"30240";"31340";"27250";"28510"
"MU";"2801306";"Capela (SE)";"21830";"21230";"22480";"22350";"23640";"19870";"16100"
"MU";"2801405";"Carira (SE)";"42995";"48584";"43725";"44293";"42964";"41675";"40956"
"MU";"2801504";"Carmópolis (SE)";"7080";"3600";"3780";"2890";"3212";"2668";"2682"
"MU";"2801603";"Cedro de São João (SE)";"7298";"6845";"7986";"7789";"7800";"6950";"4895"
"MU";"2801702";"Cristinápolis (SE)";"18500";"17760";"16360";"18080";"16417";"16302";"15183"
"MU";"2801900";"Cumbe (SE)";"9870";"9320";"9570";"9950";"10250";"8920";"7750"
"MU";"2802007";"Divina Pastora (SE)";"6780";"5930";"5570";"5087";"5716";"4786";"5292"
"MU";"2802106";"Estância (SE)";"27500";"26125";"27950";"29225";"31777";"30709";"29217"
"MU";"2802205";"Feira Nova (SE)";"16350";"13730";"14650";"13240";"12250";"10500";"10380"
"MU";"2802304";"Frei Paulo (SE)";"29454";"32988";"35627";"33870";"30390";"29630";"17005"
"MU";"2802403";"Gararu (SE)";"30250";"30500";"33670";"34650";"33870";"31560";"30200"
"MU";"2802502";"General Maynard (SE)";"2130";"2342";"2615";"2357";"2195";"2044";"2152"
"MU";"2802601";"Gracho Cardoso (SE)";"14200";"14150";"15250";"14650";"14230";"11860";"8990"
"MU";"2802700";"Ilha das Flores (SE)";"3230";"3110";"1380";"1496";"3190";"3170";"2378"
"MU";"2802809";"Indiaroba (SE)";"9880";"10200";"9980";"10469";"12071";"11350";"11472"
"MU";"2802908";"Itabaiana (SE)";"16701";"18872";"19815";"41065";"39677";"37693";"33019"
"MU";"2803005";"Itabaianinha (SE)";"35000";"32550";"32962";"32515";"29868";"36893";"33758"
"MU";"2803104";"Itabi (SE)";"13100";"13520";"15780";"16370";"18530";"15870";"13860"
"MU";"2803203";"Itaporanga d'Ajuda (SE)";"29850";"26270";"27837";"28651";"30114";"30540";"27979"
"MU";"2803302";"Japaratuba (SE)";"16250";"11420";"12090";"11539";"10660";"8054";"10020"
"MU";"2803401";"Japoatã (SE)";"19638";"16318";"15870";"15798";"15536";"15008";"10108"
"MU";"2803500";"Lagarto (SE)";"66900";"62550";"66460";"63250";"66739";"69028";"61679"
"MU";"2803609";"Laranjeiras (SE)";"4520";"3965";"3620";"3453";"4090";"4408";"3792"
"MU";"2803708";"Macambira (SE)";"10302";"11641";"13387";"15680";"14967";"14690";"8090"
"MU";"2803807";"Malhada dos Bois (SE)";"5508";"5365";"5305";"5207";"5000";"4100";"3370"
"MU";"2803906";"Malhador (SE)";"5503";"6214";"6835";"6254";"6044";"6134";"3917"
"MU";"2804003";"Maruim (SE)";"5200";"6300";"5720";"5153";"4662";"5002";"4684"
"MU";"2804102";"Moita Bonita (SE)";"6503";"7283";"8084";"7800";"7464";"7725";"7913"
"MU";"2804201";"Monte Alegre de Sergipe (SE)";"18350";"21530";"23780";"23640";"23560";"25130";"22250"
"MU";"2804300";"Muribeca (SE)";"7436";"6619";"6630";"6578";"6970";"6545";"5890"
"MU";"2804409";"Neópolis (SE)";"7520";"8813";"6980";"7148";"8596";"8491";"6780"
"MU";"2804458";"Nossa Senhora Aparecida (SE)";"23801";"26895";"24205";"22776";"21697";"20987";"12055"
"MU";"2804508";"Nossa Senhora da Glória (SE)";"45760";"46850";"53750";"51520";"52340";"50640";"49660"
"MU";"2804607";"Nossa Senhora das Dores (SE)";"45250";"41500";"42630";"41200";"42470";"40620";"39940"
"MU";"2804706";"Nossa Senhora de Lourdes (SE)";"12302";"11370";"15150";"17620";"18140";"16950";"12700"
